일련번호,시장/마트 번호,시장/마트 이름,품목 번호,품목 이름,실판매규격,가격(원),년도-월,비고,점검일자,시장유형 구분(시장/마트) 코드,시장유형 구분(시장/마트) 이름,자치구 코드,자치구 이름
876032,105,행복한세상 목동점(하나로마트),22,오이,1개,600,16-Feb,5개2980원,2016-02-29,2,대형마트,470000,양천구
876036,105,행복한세상 목동점(하나로마트),18,닭고기,1마리,3830,16-Feb,850g 목우촌,2016-02-29,2,대형마트,470000,양천구
876037,105,행복한세상 목동점(하나로마트),17,달걀,10개,3200,16-Feb,농협안심1듬급륵란신선란,2016-02-29,2,대형마트,470000,양천구
876048,102,목3동시장,22,오이,1개,1000,16-Feb,,2016-02-29,1,전통시장,470000,양천구
876053,102,목3동시장,17,달걀,10개,2500,16-Feb,"신선란,특란",2016-02-29,1,전통시장,470000,양천구
876069,103,신영시장,17,달걀,10개,2700,16-Feb,참생생란,2016-02-29,1,전통시장,470000,양천구
876095,42,이마트 가양점,23,상추,100g,675,16-Feb,예냉적상추,2016-02-29,2,대형마트,500000,강서구
876096,42,이마트 가양점,22,오이,1개,800,16-Feb,강원도(5개:3980원,2016-02-29,2,대형마트,500000,강서구
876110,40,홈플러스 등촌점,24,양파,1망(1.5kg),3990,16-Feb,무안,2016-02-29,2,대형마트,500000,강서구
876111,40,홈플러스 등촌점,23,상추,1봉지(100g),745,16-Feb,남양주(한봉지 1490원,2016-02-29,2,대형마트,500000,강서구
876142,112,애경백화점,23,상추,1봉지,990,16-Feb,국내산,2016-02-29,2,대형마트,530000,구로구
876158,110,이마트 신도림점,23,상추,1봉지,1350,16-Feb,예냉상추(행사),2016-02-29,2,대형마트,530000,구로구
876159,110,이마트 신도림점,22,오이,1개,800,16-Feb,백오이5개3980원,2016-02-29,2,대형마트,530000,구로구
876175,108,남구로시장,22,오이,1개,500,16-Feb,국내산5개2500,2016-02-29,1,전통시장,530000,구로구
876254,129,태평백화점,23,상추,100g(적상추),1700,16-Feb,친환경상추100g2500원,2016-02-29,2,대형마트,590000,동작구
876270,127,남성시장,23,상추,100g(적상추),600,16-Feb,청상추,2016-02-29,1,전통시장,590000,동작구
876292,130,롯데백화점 영등포점,17,달걀,10개,3500,16-Feb,수원축협특란10구,2016-02-29,2,대형마트,560000,영등포구
876308,133,원당종합시장,17,달걀,10개,2500,16-Feb,영양란10구,2016-02-29,1,전통시장,620000,관악구
876324,135,롯데백화점 관악점,17,달걀,10개,3280,16-Feb,오성신선란10구,2016-02-29,2,대형마트,620000,관악구
876339,134,신원시장(신림1동),18,닭고기,1마리(1kg),7000,16-Feb,하림,2016-02-29,1,전통시장,620000,관악구
876340,134,신원시장(신림1동),17,달걀,10개,2000,16-Feb,영양란10구,2016-02-29,1,전통시장,620000,관악구
876356,136,세이브 마트,17,달걀,10개,3000,16-Feb,신선특란 10구,2016-02-29,2,대형마트,620000,관악구
876365,218,신세계백화점 강남점,24,양파,"1망 1,2kg",4000,16-Feb,"1망( 5입), ",2016-02-29,2,대형마트,650000,서초구
876366,218,신세계백화점 강남점,23,상추,100g,1800,16-Feb,"적상추(친환경), 전북 완주",2016-02-29,2,대형마트,650000,서초구
876367,218,신세계백화점 강남점,22,오이,1개 ,2450,16-Feb,"1봉 2입 4900원,백오이",2016-02-29,2,대형마트,650000,서초구
876382,217,방림시장,23,상추,100g,1300,16-Feb,,2016-02-29,1,전통시장,650000,서초구
876388,217,방림시장,17,달걀,10개 ,1400,16-Feb,,2016-02-29,1,전통시장,650000,서초구
876398,140,하나로클럽 양재점,23,상추,100g,920,16-Feb,150g 1380원 뜨라네,2016-02-29,2,대형마트,650000,서초구
876399,140,하나로클럽 양재점,22,오이,1개,730,16-Feb,3입 2200원  백오이,2016-02-29,2,대형마트,650000,서초구
876414,200,뉴코아아울렛 강남점,23,상추,1 봉지( 100g),1990,16-Feb,친환경,2016-02-29,2,대형마트,650000,서초구
876430,45,롯데백화점 강남점,23,상추,180g,1280,16-Feb,친환경청상추,2016-02-28,2,대형마트,680000,강남구
876435,45,롯데백화점 강남점,18,닭고기,1마리(830g),8500,16-Feb,하림자연실록,2016-02-28,2,대형마트,680000,강남구
876436,45,롯데백화점 강남점,17,달걀,1마리20cm,3700,16-Feb,1등급란,2016-02-28,2,대형마트,680000,강남구
876446,215,청담삼익시장,23,상추,100g,990,16-Feb,신선쌈,2016-02-28,1,전통시장,680000,강남구
876451,215,청담삼익시장,18,닭고기,"1마리(1,450g)",6980,16-Feb,하림유황먹은참진토종닭,2016-02-28,1,전통시장,680000,강남구
876460,216,도곡시장,25,무,1개,1480,16-Feb,국내산,2016-02-28,1,전통시장,680000,강남구
876461,216,도곡시장,24,양파,1망,4800,16-Feb,신토불이,2016-02-28,1,전통시장,680000,강남구
876477,44,이마트 역삼점,24,양파,1망(1.8kg),4280,16-Feb,국내산,2016-02-28,2,대형마트,680000,강남구
876483,44,이마트 역삼점,18,닭고기,1050g,8800,16-Feb,하림토종닭백숙,2016-02-28,2,대형마트,680000,강남구
876492,147,롯데백화점 잠실점,25,무,1개(1kg),3700,16-Feb, 1.6kg,2016-02-29,2,대형마트,710000,송파구
876507,148,홈플러스 잠실점,25,무,1개(1kg),1490,16-Feb, 1kg,2016-02-29,2,대형마트,710000,송파구
876525,205,둔촌역전통시장,23,상추,200g,1500,16-Feb,양주(200g),2016-02-29,1,전통시장,740000,강동구
876541,151,암사종합시장,23,상추,100g,500,16-Feb,양주,2016-02-29,1,전통시장,740000,강동구
876555,153,이마트 명일점,25,무,1개(1.0kg),2500,16-Feb,제주무,2016-02-29,2,대형마트,740000,강동구
876557,153,이마트 명일점,23,상추,1봉지(200g),1350,16-Feb,,2016-02-29,2,대형마트,740000,강동구
876558,153,이마트 명일점,22,오이,1개,720,16-Feb,5개3580,2016-02-29,2,대형마트,740000,강동구
876572,154,홈플러스 강동점,24,양파,1망(2kg),5490,16-Feb,무안,2016-02-29,2,대형마트,740000,강동구
876587,72,금남시장,25,무,1개(2kg),2000,16-Feb,1.5kg 국내산,2016-02-29,1,전통시장,200000,성동구
876594,72,금남시장,18,닭고기,1마리,5500,16-Feb,1kg국내산,2016-02-29,1,전통시장,200000,성동구
876595,72,금남시장,17,달걀,10개,1833,16-Feb,30개 5500원,2016-02-29,1,전통시장,200000,성동구
876602,74,이마트 왕십리점,25,무,1개,1580,16-Feb,1.5국내산 ,2016-02-29,2,대형마트,200000,성동구
876604,74,이마트 왕십리점,23,상추,100g,1350,16-Feb,1봉 예냉적상추 이천,2016-02-29,2,대형마트,200000,성동구
876609,74,이마트 왕십리점,18,닭고기,1마리(1.kg이상),5800,16-Feb,국내산 백숙용하림,2016-02-29,2,대형마트,200000,성동구
876620,19,대림중앙시장,23,상추,1봉,1000,16-Feb, 1무더기,2016-02-29,1,전통시장,560000,영등포구
876625,19,대림중앙시장,18,닭고기,1마리,6000,16-Feb,,2016-02-29,1,전통시장,560000,영등포구
876626,19,대림중앙시장,17,달걀,10개,1933,16-Feb,30/5800,2016-02-29,1,전통시장,560000,영등포구
876635,20,영등포전통시장,24,양파,1망,3500,16-Feb,,2016-02-29,1,전통시장,560000,영등포구
876636,20,영등포전통시장,23,상추,1무더기,1200,16-Feb,,2016-02-29,1,전통시장,560000,영등포구
876651,21,홈플러스 영등포점,23,상추,1봉,1490,16-Feb,200g,2016-02-29,2,대형마트,560000,영등포구
876652,21,홈플러스 영등포점,25,무,1개 ,1490,16-Feb,제주,2016-02-29,2,대형마트,560000,영등포구
876657,21,홈플러스 영등포점,18,닭고기,1마리,3990,16-Feb,행사상품 황금닭11호 ,2016-02-29,2,대형마트,560000,영등포구
876667,22,이마트 여의도점,23,상추,1봉,1350,16-Feb,200g,2016-02-29,2,대형마트,560000,영등포구
876668,22,이마트 여의도점,25,무,1개 ,1580,16-Feb,,2016-02-29,2,대형마트,560000,영등포구
876673,22,이마트 여의도점,18,닭고기,1마리,3990,16-Feb,하림 1kg행사상품,2016-02-29,2,대형마트,560000,영등포구
862451,217,방림시장,23,상추,100g,1500,16-Jan,,2016-01-25,1,전통시장,650000,서초구
862457,217,방림시장,17,달걀,10개 ,1500,16-Jan,,2016-01-25,1,전통시장,650000,서초구
862643,108,남구로시장,22,오이,1개,600,16-Jan,국내산5개3000,2016-01-25,1,전통시장,530000,구로구
863278,98,롯데백화점 노원점,23,상추,(100g),2580,16-Jan,,2016-01-28,2,대형마트,350000,노원구
863293,88,롯데백화점 청량리점,24,양파,한망(5개입),6500,16-Jan,국내산 ,2016-01-28,2,대형마트,230000,동대문구
863294,88,롯데백화점 청량리점,23,상추,1봉지,3500,16-Jan,국산 적상추,2016-01-28,2,대형마트,230000,동대문구
863300,88,롯데백화점 청량리점,17,달걀,10개,3470,16-Jan,목초란 대 ,2016-01-28,2,대형마트,230000,동대문구
863308,74,이마트 왕십리점,25,무,1개,1800,16-Jan,1.5국내산 제주,2016-01-28,2,대형마트,200000,성동구
863310,74,이마트 왕십리점,23,상추,100g,2450,16-Jan,1봉 예냉적상추 이천,2016-01-28,2,대형마트,200000,성동구
863315,74,이마트 왕십리점,18,닭고기,1마리(1.kg이상),5550,16-Jan,국내산 백숙용하림,2016-01-28,2,대형마트,200000,성동구
863326,100,홈플러스 중계점,23,상추, (138g),1490,16-Jan,,2016-01-28,2,대형마트,350000,노원구
863342,200,뉴코아아울렛 강남점,23,상추,1 봉지( 100g),2290,16-Jan,친환경,2016-01-28,2,대형마트,650000,서초구
863356,28,홈플러스 방학점,25,무,1개(2.4kg),1230,16-Jan,제주도,2016-01-28,2,대형마트,320000,도봉구
863357,28,홈플러스 방학점,24,양파,1망(1.5kg),4200,16-Jan,무안,2016-01-28,2,대형마트,320000,도봉구
863388,27,이마트 창동점,25,무,1개(2.7kg),1880,16-Jan,제주도,2016-01-28,2,대형마트,320000,도봉구
863389,27,이마트 창동점,24,양파,1망(1.5kg),3810,16-Jan,무안,2016-01-28,2,대형마트,320000,도봉구
863468,75,이마트 성수점,25,무,2kg,1880,16-Jan,,2016-01-28,2,대형마트,200000,성동구
863470,75,이마트 성수점,22,오이,1개,996,16-Jan,백오이5개4980원,2016-01-28,2,대형마트,200000,성동구
863475,75,이마트 성수점,18,닭고기,1마리,5800,16-Jan,하림닭1kg,2016-01-28,2,대형마트,200000,성동구
863484,73,뚝도시장,25,무,2kg,1500,16-Jan,,2016-01-28,1,전통시장,200000,성동구
863487,73,뚝도시장,22,오이,1개,500,16-Jan,2개1000원,2016-01-28,1,전통시장,200000,성동구
863491,73,뚝도시장,18,닭고기,1마리,4500,16-Jan,1kg,2016-01-28,1,전통시장,200000,성동구
863507,103,신영시장,17,달걀,10개,2700,16-Jan,참생생란,2016-01-28,1,전통시장,470000,양천구
863518,102,목3동시장,22,오이,1개,1000,16-Jan,작은것,2016-01-28,1,전통시장,470000,양천구
863523,102,목3동시장,17,달걀,10개,2500,16-Jan,"신선란,특란",2016-01-28,1,전통시장,470000,양천구
863534,105,행복한세상 목동점(하나로마트),22,오이,1개,1000,16-Jan,3개2980원,2016-01-28,2,대형마트,470000,양천구
863538,105,행복한세상 목동점(하나로마트),18,닭고기,1마리,4890,16-Jan,550g 목윷촌,2016-01-28,2,대형마트,470000,양천구
863539,105,행복한세상 목동점(하나로마트),17,달걀,10개,3140,16-Jan,농협안심1듬급륵란신선란,2016-01-28,2,대형마트,470000,양천구
863587,8,롯데마트 서울역점,17,달걀,10개,2700,16-Jan,국내 ,2016-01-28,2,대형마트,140000,중구
863603,60,이마트 청계점,17,달걀,10개,2500,16-Jan,국내 ,2016-01-28,2,대형마트,140000,중구
863613,63,농협 하나로마트 용산점,23,상추,100g),1480,16-Jan,,2016-01-28,2,대형마트,170000,용산구
863634,11,남대문시장,17,달걀,10개,2400,16-Jan,국내 ,2016-01-28,1,전통시장,140000,중구
863645,6,이마트 용산점,23,상추,180g,1780,16-Jan,예냉적상추,2016-01-28,2,대형마트,170000,용산구
863660,22,이마트 여의도점,23,상추,1봉,1780,16-Jan,200g,2016-01-28,2,대형마트,560000,영등포구
863661,22,이마트 여의도점,25,무,1개 ,1880,16-Jan,,2016-01-28,2,대형마트,560000,영등포구
863666,22,이마트 여의도점,18,닭고기,1마리,5500,16-Jan,하림 1kg,2016-01-28,2,대형마트,560000,영등포구
863676,21,홈플러스 영등포점,24,양파,1000g,4200,16-Jan, 좋은상품,2016-01-28,2,대형마트,560000,영등포구
863677,21,홈플러스 영등포점,23,상추,1봉,1190,16-Jan,,2016-01-28,2,대형마트,560000,영등포구
863683,21,홈플러스 영등포점,17,달걀,10개,2580,16-Jan,,2016-01-28,2,대형마트,560000,영등포구
863692,20,영등포전통시장,24,양파,1망,3500,16-Jan,,2016-01-28,1,전통시장,560000,영등포구
863693,20,영등포전통시장,23,상추,1무더기,1000,16-Jan,,2016-01-28,1,전통시장,560000,영등포구
863709,19,대림중앙시장,23,상추,1봉,800,16-Jan, ,2016-01-28,1,전통시장,560000,영등포구
863714,19,대림중앙시장,18,닭고기,1마리,6000,16-Jan,,2016-01-28,1,전통시장,560000,영등포구
863715,19,대림중앙시장,17,달걀,10개,2100,16-Jan,,2016-01-28,1,전통시장,560000,영등포구
863725,86,홈플러스 동대문점,23,상추,1봉지,2990,16-Jan,국내산 ,2016-01-28,2,대형마트,230000,동대문구
863731,86,홈플러스 동대문점,17,달걀,10개,3320,16-Jan,풀무원  대 ,2016-01-28,2,대형마트,230000,동대문구
863740,85,경동시장,24,양파,1망(1.7kg),4000,16-Jan,무안,2016-01-28,1,전통시장,230000,동대문구
863747,85,경동시장,17,달걀,10개,1600,16-Jan,국내산 ,2016-01-28,1,전통시장,230000,동대문구
863754,84,청량리종합시장,25,무,1개,2000,16-Jan,국내산,2016-01-28,1,전통시장,230000,동대문구
863755,84,청량리종합시장,24,양파,1kg,4000,16-Jan,국내산,2016-01-28,1,전통시장,230000,동대문구
863756,84,청량리종합시장,23,상추,100g,875,16-Jan,1근3500원,2016-01-28,1,전통시장,230000,동대문구
863762,84,청량리종합시장,17,달걀,10개,1600,16-Jan,국내산,2016-01-28,1,전통시장,230000,동대문구
863772,96,공릉동 도깨비시장,23,상추, (100g),750,16-Jan,,2016-01-28,1,전통시장,350000,노원구
863786,72,금남시장,25,무,1개(2kg),2000,16-Jan,1.5kg 국내산,2016-01-28,1,전통시장,200000,성동구
863793,72,금남시장,18,닭고기,1마리,5500,16-Jan,1kg국내산,2016-01-28,1,전통시장,200000,성동구
863794,72,금남시장,17,달걀,10개,1833,16-Jan,30개 5500원,2016-01-28,1,전통시장,200000,성동구
863803,210,상계중앙시장,23,상추, (100g),750,16-Jan,,2016-01-28,1,전통시장,350000,노원구
863805,210,상계중앙시장,17,달걀,10개,2000,16-Jan,일반,2016-01-28,1,전통시장,350000,노원구
863819,140,하나로클럽 양재점,23,상추,100g,1160,16-Jan,180g 2080원 뜨라네,2016-01-28,2,대형마트,650000,서초구
863820,140,하나로클럽 양재점,22,오이,1개,780,16-Jan,5입 3880원  백오이,2016-01-28,2,대형마트,650000,서초구
863834,218,신세계백화점 강남점,24,양파,"1망 1,2kg",3500,16-Jan,"1망( 5입), ",2016-01-28,2,대형마트,650000,서초구
863835,218,신세계백화점 강남점,23,상추,100g,1800,16-Jan,"적상추(친환경), 전북 완주",2016-01-28,2,대형마트,650000,서초구
863836,218,신세계백화점 강남점,22,오이,1개 ,1950,16-Jan,"1봉 2입 3900원,백오이",2016-01-28,2,대형마트,650000,서초구
863851,16,현대백화점 미아점,23,상추,100g,1200,16-Jan,국내 .찹찹이,2016-01-28,2,대형마트,290000,성북구
863857,16,현대백화점 미아점,17,달걀,10개,4500,16-Jan,"국내,풀무원,목초란",2016-01-28,2,대형마트,290000,성북구
863867,15,이마트 미아점,23,상추,100g,940,16-Jan,예냉적상추.봉지 ,2016-01-28,2,대형마트,290000,성북구
863868,15,이마트 미아점,22,오이,1개,1000,16-Jan,.,2016-01-28,2,대형마트,290000,성북구
863872,15,이마트 미아점,18,닭고기,1마리 (1000kg),5250,16-Jan,체리부로2마리백숙용,2016-01-28,2,대형마트,290000,성북구
863884,13,돈암제일시장,22,오이,1개,600,16-Jan,,2016-01-28,1,전통시장,290000,성북구
863899,14,장위골목시장,23,상추,100g,800,16-Jan,,2016-01-28,1,전통시장,290000,성북구
863914,26,신창시장,24,양파,1망(1.5kg),3800,16-Jan,무안,2016-01-28,1,전통시장,320000,도봉구
863968,68,롯데백화점 미아점,18,닭고기,1마리,9500,16-Jan,"하림,토종닭",2016-01-28,2,대형마트,305000,강북구
863977,221,숭인시장,25,무,1개(1.4kg),1500,16-Jan,제주,2016-01-28,1,전통시장,305000,강북구
863978,221,숭인시장,24,양파,1망(1.5kg),3000,16-Jan,무안,2016-01-28,1,전통시장,305000,강북구
863979,221,숭인시장,23,상추,100g,500,16-Jan,1근 2000원,2016-01-28,1,전통시장,305000,강북구
863980,221,숭인시장,22,오이,1개,666,16-Jan,3개 2000원,2016-01-28,1,전통시장,305000,강북구
863988,221,숭인시장,18,닭고기,1마리 ,6000,16-Jan,마니커,2016-01-28,1,전통시장,305000,강북구
863993,66,수유재래시장,25,무,1개(1.4kg),2000,16-Jan,제주,2016-01-28,1,전통시장,305000,강북구
863994,66,수유재래시장,24,양파,1망,3500,16-Jan,무안,2016-01-28,1,전통시장,305000,강북구
864005,66,수유재래시장,18,닭고기,1kg,6000,16-Jan,,2016-01-28,1,전통시장,305000,강북구
864011,42,이마트 가양점,23,상추,100g,890,16-Jan,예냉적상추(1봉 1780원),2016-01-28,2,대형마트,500000,강서구
864012,42,이마트 가양점,22,오이,1개,1000,16-Jan,강원도(5개:4980원,2016-01-28,2,대형마트,500000,강서구
864025,146,방이시장,25,무,1개(1kg),2500,16-Jan, ,2016-01-28,1,전통시장,710000,송파구
864042,219,대조시장,24,양파,1망(1.5kg),4000,16-Jan,국산,2016-01-28,1,전통시장,380000,은평구
864097,133,원당종합시장,17,달걀,10개,2500,16-Jan,영양란10구,2016-01-28,1,전통시장,620000,관악구
864113,122,그랜드마트 신촌점,17,달걀,10개,2480,16-Jan,"국내, (신선 특란)",2016-01-28,2,대형마트,440000,마포구
864137,32,영천시장,25,무,1개(1.5kg),1300,16-Jan,제주,2016-01-28,1,전통시장,410000,서대문구
864138,32,영천시장,24,양파,1망(1.3kg),3500,16-Jan,무안. ,2016-01-28,1,전통시장,410000,서대문구
864139,32,영천시장,23,상추,1봉지(100g),700,16-Jan,이천,2016-01-28,1,전통시장,410000,서대문구
864144,32,영천시장,18,닭고기,1마리(1.13kg),6500,16-Jan,하림 신성토종닭(12호),2016-01-28,1,전통시장,410000,서대문구
864153,220,굿모닝마트 유진점,25,무,1개(1.6kg),1000,16-Jan,제주  세일,2016-01-28,2,대형마트,410000,서대문구
864154,220,굿모닝마트 유진점,24,양파,1망(1.7kg),3590,16-Jan,무한. ,2016-01-28,2,대형마트,410000,서대문구
864160,220,굿모닝마트 유진점,18,닭고기,1마리 (1.05kg),9980,16-Jan,참진 토종닭.,2016-01-28,2,대형마트,410000,서대문구
864161,220,굿모닝마트 유진점,17,달걀,10개(60g),4500,16-Jan,풀무원 목초란,2016-01-28,2,대형마트,410000,서대문구
864169,33,현대백화점 신촌점,25,무,1개(1.2kg),2500,16-Jan,제주. 친환경 ,2016-01-28,2,대형마트,410000,서대문구
864170,33,현대백화점 신촌점,24,양파,1망(1.7kg),5500,16-Jan,무안. 문경미네. ,2016-01-28,2,대형마트,410000,서대문구
864171,33,현대백화점 신촌점,23,상추,1봉지(100g),1800,16-Jan,충주. 친환경,2016-01-28,2,대형마트,410000,서대문구
864172,33,현대백화점 신촌점,22,오이,1개(다다기오이),1250,16-Jan,경기 이천 ,2016-01-28,2,대형마트,410000,서대문구
864177,33,현대백화점 신촌점,17,달걀,10개,3200,16-Jan,친환경 인증란. 경북 봉화,2016-01-28,2,대형마트,410000,서대문구
864185,31,인왕시장,25,무,1개(1kg),2000,16-Jan,제주 ,2016-01-28,1,전통시장,410000,서대문구
864186,31,인왕시장,24,양파,1망(1.5kg),4000,16-Jan,무안,2016-01-28,1,전통시장,410000,서대문구
864192,31,인왕시장,18,닭고기,1마리(1kg),4500,16-Jan,신선육. 해마루 유통,2016-01-28,1,전통시장,410000,서대문구
864193,31,인왕시장,17,달걀,10개(65g),3000,16-Jan,으뜸 영양란,2016-01-28,1,전통시장,410000,서대문구
864297,40,홈플러스 등촌점,24,양파,1망(1.5kg),4200,16-Jan,무안,2016-01-28,2,대형마트,500000,강서구
864298,40,홈플러스 등촌점,23,상추,1봉지(100g),750,16-Jan,남양주(한봉지 1490원,2016-01-28,2,대형마트,500000,강서구
864312,145,마천중앙시장,25,무,1개(1kg),2500,16-Jan, ,2016-01-28,1,전통시장,710000,송파구
864330,53,이마트 은평점,23,상추,(100g),790,16-Jan,예냉,2016-01-28,2,대형마트,380000,은평구
864335,53,이마트 은평점,18,닭고기,1마리(1050g),7500,16-Jan,체리부로,2016-01-28,2,대형마트,380000,은평구
864345,49,대림시장,24,양파,1망(1.5kg),3000,16-Jan,국산,2016-01-28,1,전통시장,380000,은평구
864368,136,세이브 마트,17,달걀,10개,3000,16-Jan,신선특란 10구,2016-01-28,2,대형마트,620000,관악구
864376,51,2001아울렛 불광점,25,무,1개,1590,16-Jan,제주세척,2016-01-28,2,대형마트,380000,은평구
864378,51,2001아울렛 불광점,23,상추,100g,1990,16-Jan,경기,2016-01-28,2,대형마트,380000,은평구
864383,51,2001아울렛 불광점,18,닭고기,1마리(1000g),6990,16-Jan,초원전설,2016-01-28,2,대형마트,380000,은평구
864400,135,롯데백화점 관악점,17,달걀,10개,3280,16-Jan,오성신선란10구,2016-01-28,2,대형마트,620000,관악구
864410,120,망원시장,23,상추,1봉(200g),2000,16-Jan,이천(적상추)1봉지,2016-01-28,1,전통시장,440000,마포구
864424,148,홈플러스 잠실점,25,무,1개(1kg),1230,16-Jan, 1kg,2016-01-28,2,대형마트,710000,송파구
864440,147,롯데백화점 잠실점,25,무,1개(1kg),1750,16-Jan, 2kg 3500원,2016-01-28,2,대형마트,710000,송파구
864462,134,신원시장(신림1동),18,닭고기,1마리(1kg),7000,16-Jan,하림,2016-01-28,1,전통시장,620000,관악구
864463,134,신원시장(신림1동),17,달걀,10개,2000,16-Jan,영양란10구,2016-01-28,1,전통시장,620000,관악구
864473,10,용문시장,23,상추,100g),1000,16-Jan,,2016-01-28,1,전통시장,170000,용산구
864495,199,서울중앙시장,17,달걀,10개,2400,16-Jan,국내,2016-01-28,1,전통시장,140000,중구
864499,199,서울중앙시장,13,고등어,1마리,3000,16-Jan,국내,2016-01-28,1,전통시장,140000,중구
864521,2,신세계백화점,23,상추,1봉지(100g),1320,16-Jan,국내산프레쉬스타 (적상추150g1980원,2016-01-28,2,대형마트,140000,중구
864553,56,롯데백화점,23,상추,1봉지(100g),1800,16-Jan,친환경푸룸적상추,2016-01-28,2,대형마트,140000,중구
864568,154,홈플러스 강동점,24,양파,1망(2kg),5500,16-Jan,무안,2016-01-28,2,대형마트,740000,강동구
864585,151,암사종합시장,23,상추,100g,750,16-Jan,양주,2016-01-28,1,전통시장,740000,강동구
864599,153,이마트 명일점,25,무,1개(1.0kg),1600,16-Jan,제주무,2016-01-28,2,대형마트,740000,강동구
864601,153,이마트 명일점,23,상추,1봉지(100g),790,16-Jan,예냉200g1580,2016-01-28,2,대형마트,740000,강동구
864602,153,이마트 명일점,22,오이,1개,800,16-Jan,5개3980원,2016-01-28,2,대형마트,740000,강동구
864617,205,둔촌역전통시장,23,상추,200g,1500,16-Jan,양주(200g),2016-01-28,1,전통시장,740000,강동구
864649,112,애경백화점,23,상추,1봉지,2990,16-Jan,국내산적상추,2016-01-27,2,대형마트,530000,구로구
864665,110,이마트 신도림점,23,상추,1봉지,1680,16-Jan,적상추,2016-01-27,2,대형마트,530000,구로구
864666,110,이마트 신도림점,22,오이,1개,800,16-Jan,국내산5개3980원,2016-01-27,2,대형마트,530000,구로구
864702,130,롯데백화점 영등포점,17,달걀,10개,4200,16-Jan,프레시안순맑은계란10구,2016-01-28,2,대형마트,560000,영등포구
864712,127,남성시장,23,상추,100g(적상추),800,16-Jan,청상추,2016-01-28,1,전통시장,590000,동작구
864744,129,태평백화점,23,상추,100g(적상추),1700,16-Jan,친환경상추100g2500원,2016-01-28,2,대형마트,590000,동작구
864761,78,자양골목시장,22,오이,1개,1150,16-Jan,백오이,2016-01-27,1,전통시장,215000,광진구
864791,80,이마트 자양점,24,양파,1망,4980,16-Jan,무안,2016-01-27,2,대형마트,215000,광진구
865620,45,롯데백화점 강남점,23,상추,180g,2580,16-Jan,친환경청상추,2016-01-31,2,대형마트,680000,강남구
865625,45,롯데백화점 강남점,18,닭고기,1마리(830g),11800,16-Jan,하림자연실록,2016-01-31,2,대형마트,680000,강남구
865626,45,롯데백화점 강남점,17,달걀,1마리20cm,3700,16-Jan,1등급란,2016-01-31,2,대형마트,680000,강남구
865857,216,도곡시장,25,무,1개,1980,16-Jan,국내산,2016-01-31,1,전통시장,680000,강남구
865858,216,도곡시장,24,양파,1망,4800,16-Jan,신토불이,2016-01-31,1,전통시장,680000,강남구
866115,215,청담삼익시장,23,상추,100g,990,16-Jan,신선쌈,2016-01-31,1,전통시장,680000,강남구
866120,215,청담삼익시장,18,닭고기,"1마리(1,450g)",6980,16-Jan,하림자연실록,2016-01-31,1,전통시장,680000,강남구
866130,44,이마트 역삼점,24,양파,1망(1.8kg),4580,16-Jan,국내산,2016-01-31,2,대형마트,680000,강남구
866136,44,이마트 역삼점,18,닭고기,1000g,7800,16-Jan,하림토종닭백숙,2016-01-31,2,대형마트,680000,강남구
850338,98,롯데백화점 노원점,23,상추,(100g),3980,15-Dec,,2015-12-31,2,대형마트,350000,노원구
850354,112,애경백화점,23,상추,1봉지,2990,15-Dec,국내산적상추,2015-12-31,2,대형마트,530000,구로구
850370,129,태평백화점,23,상추,100g(적상추),1700,15-Dec,친환경상추100g2500원,2015-12-31,2,대형마트,590000,동작구
850384,153,이마트 명일점,25,무,1개(1.0kg),1500,15-Dec,제주무,2015-12-31,2,대형마트,740000,강동구
850386,153,이마트 명일점,23,상추,1봉지(200g),2580,15-Dec,에냉,2015-12-31,2,대형마트,740000,강동구
850387,153,이마트 명일점,22,오이,1개,990,15-Dec,2개1980원,2015-12-31,2,대형마트,740000,강동구
850482,56,롯데백화점,23,상추,1봉지(100g),1800,15-Dec,친환경푸룸적상추,2015-12-31,2,대형마트,140000,중구
850515,78,자양골목시장,22,오이,1개,1150,15-Dec,백오이,2015-12-30,1,전통시장,215000,광진구
850545,80,이마트 자양점,24,양파,1망,4980,15-Dec,무안,2015-12-30,2,대형마트,215000,광진구
850600,130,롯데백화점 영등포점,17,달걀,10개,4200,15-Dec,프레시안순맑은계란10구,2015-12-31,2,대형마트,560000,영등포구
850721,110,이마트 신도림점,23,상추,1봉지,2980,15-Dec,적상추,2015-12-31,2,대형마트,530000,구로구
850722,110,이마트 신도림점,22,오이,1개,1190,15-Dec,2개 2380원,2015-12-31,2,대형마트,530000,구로구
850912,205,둔촌역전통시장,23,상추,200g,2500,15-Dec,양주(200g),2015-12-31,1,전통시장,740000,강동구
850926,31,인왕시장,25,무,1개(1kg),1000,15-Dec,제주 ,2015-12-31,1,전통시장,410000,서대문구
850927,31,인왕시장,24,양파,1망(1.5kg),4000,15-Dec,무안,2015-12-31,1,전통시장,410000,서대문구
850933,31,인왕시장,18,닭고기,1마리(1kg),4500,15-Dec,신선육. 해마루 유통,2015-12-31,1,전통시장,410000,서대문구
850934,31,인왕시장,17,달걀,10개(65g),3000,15-Dec,으뜸 영양란,2015-12-31,1,전통시장,410000,서대문구
850942,33,현대백화점 신촌점,25,무,1개(1.2kg),1800,15-Dec,제주. 친환경 ,2015-12-31,2,대형마트,410000,서대문구
