"Brazil","2010","500710","Woven fabric of noil silk","Import","301785","3901","Weight in kilograms","3901"
"Brazil","2009","500720","Woven fabric >85% silk (except noil silk)","Import","8282480","115817","Weight in kilograms","115817"
"Brazil","2008","500790","Woven fabric of silk, nes","Import","738657","11008","Weight in kilograms","11008"
"Brazil","2007","500790","Woven fabric of silk, nes","Import","395554","6358","Weight in kilograms","6358"
"Brazil","2006","500790","Woven fabric of silk, nes","Import","558531","11912","Weight in kilograms","11912"
"Brazil","2005","500720","Woven fabric >85% silk (except noil silk)","Export","189940","3995","Weight in kilograms","3995"
"Brazil","2004","500790","Woven fabric of silk, nes","Import","830060","27540","Weight in kilograms","27540"
"Brazil","2003","500790","Woven fabric of silk, nes","Export","19165","684","Weight in kilograms","684"
"Brazil","2002","500790","Woven fabric of silk, nes","Export","398","15","Weight in kilograms","15"
"Brazil","2001","500790","Woven fabric of silk, nes","Export","48115","2460","Weight in kilograms","2460"
"Brazil","1999","500310","Silk waste, not carded or combed","Export","1043341","254787","Weight in kilograms","254787"
"Brazil","1998","500390","Silk waste, carded or combed","Import","97318","142929","Weight in kilograms","142929"
"Brazil","1997","500400","Silk yarn (except from waste) not retail","Export","70048024","1857495","Weight in kilograms","1857495"
"Brazil","1996","500400","Silk yarn (except from waste) not retail","Import","189357","6120","Weight in kilograms","6120"
"Brazil","1995","500500","Yarn spun from silk waste, not retail","Export","185070","10812","Weight in kilograms","10812"
"Brazil","1994","500500","Yarn spun from silk waste, not retail","Export","778514","48984","Weight in kilograms","48984"
"Brazil","1993","500600","Silk yarn retail, silk worm gut","Export","2288","10","Weight in kilograms","10"
"Brazil","1992","500790","Woven fabric of silk, nes","Import","89170","9781","Weight in kilograms","9781"
"Brazil","1990","500400","Silk yarn (except from waste) not retail","Import","4845","11","Weight in kilograms","11"
"Brazil","1989","500400","Silk yarn (except from waste) not retail","Export","63555248","1180699","Weight in kilograms","1180699"
"Brunei Darussalam","2013","500710","Woven fabric of noil silk","Import","456195","15026","Weight in kilograms","15026"
"Brunei Darussalam","2004","500710","Woven fabric of noil silk","Import","697948","89847","Weight in kilograms","89847"
"Brunei Darussalam","2002","500710","Woven fabric of noil silk","Re-Export","5750","0","Length in metres","1184355"
"Brunei Darussalam","1997","500400","Silk yarn (except from waste) not retail","Import","3446","141","Weight in kilograms","141"
"Brunei Darussalam","1992","500710","Woven fabric of noil silk","Import","789067","389298","Weight in kilograms","389298"
"Bulgaria","2012","500200","Raw silk (not thrown)","Import","988603","16175","Weight in kilograms","16175"
"Bulgaria","2011","500390","Silk waste, carded or combed","Import","760912","28873","Weight in kilograms","28873"
"Bulgaria","2010","500400","Silk yarn (except from waste) not retail","Import","132475","1735","Weight in kilograms","1735"
"Bulgaria","2009","500600","Silk yarn retail, silk worm gut","Export","920117","19691","Weight in kilograms","19691"
"Bulgaria","2008","500720","Woven fabric >85% silk (except noil silk)","Import","9254657","65551","Weight in kilograms","65551"
"Bulgaria","2007","500790","Woven fabric of silk, nes","Import","1883213","19415","Weight in kilograms","19415"
"Bulgaria","2006","500790","Woven fabric of silk, nes","Export","14261","118","Weight in kilograms","118"
"Bulgaria","2004","500390","Silk waste, carded or combed","Import","106696","4400","Weight in kilograms","4400"
